Código	Cuenta	Nivel	Primer Nivel
412050100	Impuesto a los traspasos de vehículos, aeronaves y embarcaciones	6	INGRESOS
4120502	Multas por impuesto a los traspasos de vehículos, aeronaves y embarcaciones	5	INGRESOS
412050200	Multas por impuesto a los traspasos de vehículos, aeronaves y embarcaciones	6	INGRESOS
4120503	Recargos moratorios por impuesto a los traspasos de vehículos, aeronaves y embarcaciones	5	INGRESOS
412050300	Recargos moratorios por impuesto a los traspasos de vehículos, aeronaves y embarcaciones	6	INGRESOS
41299	Otros impuestos a la propiedad	4	INGRESOS
4129901	Otros impuestos a la propiedad	5	INGRESOS
412990100	Otros impuestos a la propiedad	6	INGRESOS
4129902	Multas por otros impuestos a la propiedad	5	INGRESOS
412990200	Multas por otros impuestos a la propiedad	6	INGRESOS
4129903	Recargos moratorios por otros impuestos a la propiedad	5	INGRESOS
412990300	Recargos moratorios por otros impuestos a la propiedad	6	INGRESOS
413	Impuestos sobre bienes y servicios	3	INGRESOS
41301	Impuestos generales y selectivos sobre ventas y consumo	4	INGRESOS
4130101	Impuesto general sobre las ventas de bienes y servicios	5	INGRESOS
413010101	Impuesto general sobre las ventas de bienes y servicios internos	6	INGRESOS
413010102	Impuesto general sobre las ventas de bienes y servicios importados	6	INGRESOS
4130102	Impuestos selectivos de consumo	5	INGRESOS
413010201	Impuesto selectivo de consumo de bienes internos	6	INGRESOS
413010202	Impuesto selectivo de consumo de bienes importados	6	INGRESOS
41302	Impuestos específicos sobre la producción y consumo de bienes y servicios	4	INGRESOS
4130201	Impuestos específicos sobre la producción y consumo de bienes	5	INGRESOS
413020101	Impuestos específicos sobre productos agropecuarios y forestales	6	INGRESOS
413020102	Impuestos específicos sobre la explotación de recursos naturales y minerales	6	INGRESOS
413020103	Impuestos específicos sobre los combustibles y energéticos	6	INGRESOS
413020104	Impuestos específicos sobre bienes manufacturados	6	INGRESOS
413020105	Impuestos específicos sobre la construcción	6	INGRESOS
413020199	Otros impuestos específicos sobre la producción y consumo de bienes	6	INGRESOS
4130202	Impuestos específicos sobre la producción y consumo de servicios	5	INGRESOS
413020201	Impuestos específicos a los servicios de hospedaje	6	INGRESOS
413020202	Impuestos específicos a los servicios de transporte	6	INGRESOS
413020203	Impuestos específicos a los servicios de diversión y esparcimiento	6	INGRESOS
413020299	Otros impuestos específicos sobre la producción y consumo de servicios	6	INGRESOS
41399	Otros impuestos sobre bienes y servicios	4	INGRESOS
4139901	Licencias profesionales, comerciales y otros permisos	5	INGRESOS
413990101	Licencias profesionales, comerciales y otros permisos	6	INGRESOS
413990102	Multas por licencias profesionales, comerciales y otros permisos	6	INGRESOS
413990103	Recargos moratorios por licencias profesionales, comerciales y otros permisos	6	INGRESOS
4139999	Otros impuestos varios sobre bienes y servicios	5	INGRESOS
413999901	Otros impuestos varios sobre bienes y servicios	6	INGRESOS
413999902	Multas por otros impuestos varios sobre bienes y servicios	6	INGRESOS
413999903	Recargos moratorios por otros impuestos varios sobre bienes y servicios	6	INGRESOS
414	Impuestos sobre el comercio exterior y transacciones internacionales	3	INGRESOS
41401	Impuestos a las importaciones	4	INGRESOS
4140101	Derechos de importación de mercancías	5	INGRESOS
414010101	Derechos de importación de mercancías	6	INGRESOS
414010102	Multas por derechos de importación de mercancías	6	INGRESOS
414010103	Recargos moratorios por derechos de importación de mercancías	6	INGRESOS
4140102	Impuesto sobre el valor aduanero de las mercancías	5	INGRESOS
414010201	Impuesto sobre el valor aduanero de las mercancías	6	INGRESOS
414010202	Multas por impuesto sobre el valor aduanero de las mercancías	6	INGRESOS
414010203	Recargos moratorios por impuesto sobre el valor aduanero de las mercancías	6	INGRESOS
4140199	Otros impuestos a las importaciones	5	INGRESOS
414019901	Otros impuestos a las importaciones	6	INGRESOS
414019902	Multas por otros impuestos a las importaciones	6	INGRESOS
414019903	Recargos moratorios por otros impuestos a las importaciones	6	INGRESOS
41402	Impuestos a las exportaciones	4	INGRESOS
4140201	Derechos de exportación de mercancías	5	INGRESOS
414020101	Derechos de exportación de mercancías	6	INGRESOS
414020102	Multas por derechos de exportación de mercancías	6	INGRESOS
414020103	Recargos moratorios por derechos de exportación de mercancías	6	INGRESOS
4140299	Otros impuestos a las exportaciones	5	INGRESOS
414029901	Otros impuestos a las exportaciones	6	INGRESOS
414029902	Multas por otros impuestos a las exportaciones	6	INGRESOS
414029903	Recargos moratorios por otros impuestos a las exportaciones	6	INGRESOS
41499	Otros impuestos sobre el comercio exterior y transacciones internacionales	4	INGRESOS
4149901	Impuesto por movilización de carga portuaria	5	INGRESOS
414990101	Impuesto por movilización de carga portuaria	6	INGRESOS
414990102	Multas por impuesto por movilización de carga portuaria	6	INGRESOS
414990103	Recargos moratorios por impuesto por movilización de carga portuaria	6	INGRESOS
4149902	Impuesto por uso de terminal portuaria	5	INGRESOS
414990201	Impuesto por uso de terminal portuaria	6	INGRESOS
414990202	Multas por impuesto por uso de terminal portuaria	6	INGRESOS
414990203	Recargos moratorios por impuesto por uso de terminal portuaria	6	INGRESOS
4149903	Impuesto de salida al exterior	5	INGRESOS
414990301	Impuesto de salida al exterior	6	INGRESOS
414990302	Multas por impuesto de salida al exterior	6	INGRESOS
414990303	Recargos moratorios por impuesto de salida al exterior	6	INGRESOS
4149904	Derechos Consulares	5	INGRESOS
414990401	Derechos Consulares	6	INGRESOS
414990402	Multas por derechos Consulares	6	INGRESOS
414990403	Recargos moratorios por derechos Consulares	6	INGRESOS
4149999	Otros impuestos varios sobre el comercio exterior y transacciones internacionales	5	INGRESOS
414999901	Otros impuestos varios sobre el comercio exterior y transacciones internacionales	6	INGRESOS
414999902	Multas por otros impuestos varios sobre el comercio exterior y transacciones internacionales	6	INGRESOS
414999903	Recargos moratorios por otros impuestos varios sobre el comercio exterior y transacciones internacionales	6	INGRESOS
419	Otros impuestos	3	INGRESOS
41999	Otros impuestos sin discriminar	4	INGRESOS
4199901	Otros impuestos sin discriminar	5	INGRESOS
419990100	Otros impuestos sin discriminar	6	INGRESOS
4199902	Multas por otros impuestos sin discriminar	5	INGRESOS
419990200	Multas por otros impuestos sin discriminar	6	INGRESOS
4199903	Recargos moratorios por otros impuestos sin discriminar	5	INGRESOS
419990300	Recargos moratorios por otros impuestos sin discriminar	6	INGRESOS
42	Contribuciones sociales	2	INGRESOS
421	Contribuciones a la seguridad social	3	INGRESOS
42101	Contribuciones al seguro de pensiones	4	INGRESOS
4210101	Contribuciones patronales del Gobierno Central al seguro de pensiones	5	INGRESOS
421010101	Contribuciones patronales del Gobierno Central al seguro de pensiones	6	INGRESOS
421010102	Multas por contribuciones patronales del Gobierno Central al seguro de pensiones	6	INGRESOS
421010103	Recargos moratorios por contribuciones patronales del Gobierno Central al seguro de pensiones	6	INGRESOS
4210102	Contribuciones patronales de Órganos Desconcentrados al seguro de pensiones	5	INGRESOS
421010201	Contribuciones patronales de Órganos Desconcentrados al seguro de pensiones	6	INGRESOS
421010202	Multas por contribuciones patronales de Órganos Desconcentrados al seguro de pensiones	6	INGRESOS
421010203	Recargos moratorios por contribuciones patronales de Órganos Desconcentrados al seguro de pensiones	6	INGRESOS
4210103	Contribuciones patronales de Instituciones Descentralizadas no Empresariales al seguro de pensiones	5	INGRESOS
421010301	Contribuciones patronales de Instituciones Descentralizadas no Empresariales al seguro de pensiones	6	INGRESOS
421010302	Multas por contribuciones patronales de Instituciones Descentralizadas no Empresariales al seguro de pensiones	6	INGRESOS
421010303	Recargos moratorios por contribuciones patronales de Instituciones Descentralizadas no Empresariales al seguro de pensiones	6	INGRESOS
4210104	Contribuciones patronales de Gobiernos Locales al seguro de pensiones	5	INGRESOS
421010401	Contribuciones patronales de Gobiernos Locales al seguro de pensiones	6	INGRESOS
421010402	Multas por contribuciones patronales de Gobiernos Locales al seguro de pensiones	6	INGRESOS
421010403	Recargos moratorios por contribuciones patronales de Gobiernos Locales al seguro de pensiones	6	INGRESOS
4210105	Contribuciones patronales de Empresas Públicas no Financieras al seguro de pensiones	5	INGRESOS
421010501	Contribuciones patronales de Empresas Públicas no Financieras al seguro de pensiones	6	INGRESOS
421010502	Multas por contribuciones patronales de Empresas Públicas no Financieras al seguro de pensiones	6	INGRESOS
421010503	Recargos moratorios por contribuciones patronales de Empresas Públicas no Financieras al seguro de pensiones	6	INGRESOS
4210106	Contribuciones patronales de Instituciones Públicas Financieras al seguro de pensiones	5	INGRESOS
421010601	Contribuciones patronales de Instituciones Públicas Financieras al seguro de pensiones	6	INGRESOS
421010602	Multas por contribuciones patronales de Instituciones Públicas Financieras al seguro de pensiones	6	INGRESOS
421010603	Recargos moratorios por contribuciones patronales de Instituciones Públicas Financieras al seguro de pensiones	6	INGRESOS
4210107	Contribuciones patronales de Empresas del Sector Privado al seguro de pensiones	5	INGRESOS
421010701	Contribuciones patronales de Empresas del Sector Privado al seguro de pensiones	6	INGRESOS
421010702	Multas por contribuciones patronales de Empresas del Sector Privado al seguro de pensiones	6	INGRESOS
421010703	Recargos moratorios por contribuciones patronales de Empresas del Sector Privado al seguro de pensiones	6	INGRESOS
4210108	Contribuciones patronales del Sector Externo al seguro de pensiones	5	INGRESOS
421010801	Contribuciones patronales del Sector Externo al seguro de pensiones	6	INGRESOS
421010802	Multas por contribuciones patronales del Sector Externo al seguro de pensiones	6	INGRESOS
421010803	Recargos moratorios por contribuciones patronales del Sector Externo al seguro de pensiones	6	INGRESOS
4210109	Contribuciones de Asegurados Voluntarios al seguro de pensiones	5	INGRESOS
421010901	Contribuciones de Asegurados Voluntarios al seguro de pensiones	6	INGRESOS
421010902	Multas por contribuciones de Asegurados Voluntarios al seguro de pensiones	6	INGRESOS
421010903	Recargos moratorios por contribuciones de Asegurados Voluntarios al seguro de pensiones	6	INGRESOS
4210110	Contribuciones de Convenios Especiales al seguro de pensiones	5	INGRESOS
421011001	Contribuciones de Convenios Especiales al seguro de pensiones	6	INGRESOS
421011002	Multas por contribuciones de Convenios Especiales al seguro de pensiones	6	INGRESOS
421011003	Recargos moratorios por contribuciones de Convenios Especiales al seguro de pensiones	6	INGRESOS
4210111	Contribuciones de trabajadores del Sector Público al seguro de pensiones	5	INGRESOS
421011101	Contribuciones de trabajadores del Sector Público al seguro de pensiones	6	INGRESOS
421011102	Multas por contribuciones de trabajadores del Sector Público al seguro de pensiones	6	INGRESOS
421011103	Recargos moratorios por contribuciones de trabajadores del Sector Público al seguro de pensiones	6	INGRESOS
4210112	Contribuciones de trabajadores del Sector Privado al seguro de pensiones	5	INGRESOS
421011201	Contribuciones de trabajadores del Sector Privado al seguro de pensiones	6	INGRESOS
421011202	Multas por contribuciones de trabajadores del Sector Privado al seguro de pensiones	6	INGRESOS
421011203	Recargos moratorios por contribuciones de trabajadores del Sector Privado al seguro de pensiones	6	INGRESOS
4210113	Contribuciones de trabajadores del Sector Externo al seguro de pensiones	5	INGRESOS
421011301	Contribuciones de trabajadores del Sector Externo al seguro de pensiones	6	INGRESOS
421011302	Multas por contribuciones de trabajadores del Sector Externo al seguro de pensiones	6	INGRESOS
421011303	Recargos moratorios por contribuciones de trabajadores del Sector Externo al seguro de pensiones	6	INGRESOS
4210199	Otras contribuciones al Seguro de Pensiones	5	INGRESOS
421019901	Otras contribuciones al Seguro de Pensiones	6	INGRESOS
421019902	Multas por otras contribuciones al Seguro de Pensiones	6	INGRESOS
421019903	Recargos moratorios por otras contribuciones al Seguro de Pensiones	6	INGRESOS
42102	Contribuciones a regímenes especiales de pensiones	4	INGRESOS
4210201	Contribuciones del Magisterio Nacional de miembros activos	5	INGRESOS
421020101	Contribuciones del Magisterio Nacional de miembros activos	6	INGRESOS
421020102	Multas por contribuciones del Magisterio Nacional de miembros activos	6	INGRESOS
421020103	Recargos moratorios por contribuciones del Magisterio Nacional de miembros activos	6	INGRESOS
4210202	Contribuciones del Magisterio Nacional de miembros Pensionados	5	INGRESOS
421020201	Contribuciones del Magisterio Nacional de miembros Pensionados	6	INGRESOS
421020202	Multas por contribuciones del Magisterio Nacional de miembros Pensionados	6	INGRESOS
421020203	Recargos moratorios por contribuciones del Magisterio Nacional de miembros Pensionados	6	INGRESOS
4210299	Otras contribuciones a regímenes especiales de pensiones	5	INGRESOS
421029901	Otras contribuciones a regímenes especiales de pensiones	6	INGRESOS
421029902	Multas por otras contribuciones a regímenes especiales de pensiones	6	INGRESOS
421029903	Recargos moratorios por otras contribuciones a regímenes especiales de pensiones	6	INGRESOS
42103	Contribuciones al seguro de salud	4	INGRESOS
4210301	Contribuciones patronales del Gobierno Central al seguro de salud	5	INGRESOS
421030101	Contribuciones patronales del Gobierno Central al seguro de salud	6	INGRESOS
421030102	Multas por contribuciones patronales del Gobierno Central al seguro de salud	6	INGRESOS
421030103	Recargos moratorios por contribuciones patronales del Gobierno Central al seguro de salud	6	INGRESOS
4210302	Contribuciones patronales de Órganos Desconcentrados al seguro de salud	5	INGRESOS
421030201	Contribuciones patronales de Órganos Desconcentrados al seguro de salud	6	INGRESOS
421030202	Multas por contribuciones patronales de Órganos Desconcentrados al seguro de salud	6	INGRESOS
421030203	Recargos moratorios por contribuciones patronales de Órganos Desconcentrados al seguro de salud	6	INGRESOS
4210303	Contribuciones patronales de Instituciones Descentralizadas no empresariales al seguro de salud	5	INGRESOS
421030301	Contribuciones patronales de Instituciones Descentralizadas no empresariales al seguro de salud	6	INGRESOS
421030302	Multas por contribuciones patronales de Instituciones Descentralizadas no empresariales al seguro de salud	6	INGRESOS
421030303	Recargos moratorios por contribuciones patronales de Instituciones Descentralizadas no empresariales al seguro de salud	6	INGRESOS
4210304	Contribuciones patronales de Gobiernos Locales al seguro de salud	5	INGRESOS
421030401	Contribuciones patronales de Gobiernos Locales al seguro de salud	6	INGRESOS
421030402	Multas por contribuciones patronales de Gobiernos Locales al seguro de salud	6	INGRESOS
421030403	Recargos moratorios por contribuciones patronales de Gobiernos Locales al seguro de salud	6	INGRESOS
4210305	Contribuciones patronales de Empresas Públicas no Financieras al seguro de salud	5	INGRESOS
421030501	Contribuciones patronales de Empresas Públicas no Financieras al seguro de salud	6	INGRESOS
421030502	Multas por contribuciones patronales de Empresas Públicas no Financieras al seguro de salud	6	INGRESOS
421030503	Recargos moratorios por contribuciones patronales de Empresas Públicas no Financieras al seguro de salud	6	INGRESOS
4210306	Contribuciones patronales de Instituciones Públicas Financieras al seguro de salud	5	INGRESOS
421030601	Contribuciones patronales de Instituciones Públicas Financieras al seguro de salud	6	INGRESOS
421030602	Multas por contribuciones patronales de Instituciones Públicas Financieras al seguro de salud	6	INGRESOS
421030603	Recargos moratorios por contribuciones patronales de Instituciones Públicas Financieras al seguro de salud	6	INGRESOS
4210307	Contribuciones patronales de Empresas del Sector Privado al seguro de salud	5	INGRESOS
421030701	Contribuciones patronales de Empresas del Sector Privado al seguro de salud	6	INGRESOS
421030702	Multas por contribuciones patronales de Empresas del Sector Privado al seguro de salud	6	INGRESOS
421030703	Recargos moratorios por contribuciones patronales de Empresas del Sector Privado al seguro de salud	6	INGRESOS
4210308	Contribuciones patronales del Sector Externo al seguro de salud	5	INGRESOS
421030801	Contribuciones patronales del Sector Externo al seguro de salud	6	INGRESOS
421030802	Multas por contribuciones patronales del Sector Externo al seguro de salud	6	INGRESOS
421030803	Recargos moratorios por contribuciones patronales del Sector Externo al seguro de salud	6	INGRESOS
4210309	Contribuciones de Asegurados Voluntarios al seguro de salud	5	INGRESOS
421030901	Contribuciones de Asegurados Voluntarios al seguro de salud	6	INGRESOS
421030902	Multas por contribuciones de Asegurados Voluntarios al seguro de salud	6	INGRESOS
421030903	Recargos moratorios por contribuciones de Asegurados Voluntarios al seguro de salud	6	INGRESOS
4210310	Contribuciones de Convenios Especiales al seguro de salud	5	INGRESOS
421031001	Contribuciones de Convenios Especiales al seguro de salud	6	INGRESOS
421031002	Multas por contribuciones de Convenios Especiales al seguro de salud	6	INGRESOS
421031003	Recargos moratorios por contribuciones de Convenios Especiales al seguro de salud	6	INGRESOS
4210311	Contribuciones de Trabajadores del Sector Público al seguro de salud	5	INGRESOS
421031101	Contribuciones de Trabajadores del Sector Público al seguro de salud	6	INGRESOS
421031102	Multas por contribuciones de Trabajadores del Sector Público al seguro de salud	6	INGRESOS
421031103	Recargos moratorios por contribuciones de Trabajadores del Sector Público al seguro de salud	6	INGRESOS
4210312	Contribuciones de Trabajadores del Sector Privado al seguro de salud	5	INGRESOS
421031201	Contribuciones de Trabajadores del Sector Privado al seguro de salud	6	INGRESOS
421031202	Multas por contribuciones de Trabajadores del Sector Privado al seguro de salud	6	INGRESOS
421031203	Recargos moratorios por contribuciones de Trabajadores del Sector Privado al seguro de salud	6	INGRESOS
4210313	Contribuciones de Trabajadores del Sector Externo al seguro de salud	5	INGRESOS
421031301	Contribuciones de Trabajadores del Sector Externo al seguro de salud	6	INGRESOS
421031302	Multas por contribuciones de Trabajadores del Sector Externo al seguro de salud	6	INGRESOS
421031303	Recargos moratorios por contribuciones de Trabajadores del Sector Externo al seguro de salud	6	INGRESOS
4210399	Otras contribuciones al Seguro de Salud	5	INGRESOS
421039901	Otras contribuciones al Seguro de Salud	6	INGRESOS
421039902	Multas por otras contribuciones al Seguro de Salud	6	INGRESOS
421039903	Recargos moratorios por otras contribuciones al Seguro de Salud	6	INGRESOS
429	Contribuciones sociales diversas	3	INGRESOS
42999	Otras contribuciones sociales	4	INGRESOS
4299901	Otras contribuciones sociales sobre la nómina del Gobierno Central	5	INGRESOS
429990101	Otras contribuciones sociales sobre la nómina del Gobierno Central	6	INGRESOS
429990102	Multas por otras contribuciones sociales sobre la nómina del Gobierno Central	6	INGRESOS
429990103	Recargos moratorios por otras contribuciones sociales sobre la nómina del Gobierno Central	6	INGRESOS
4299902	Otras contribuciones sociales sobre la nómina de Órganos Desconcentrados	5	INGRESOS
429990201	Otras contribuciones sociales sobre la nómina de Órganos Desconcentrados	6	INGRESOS
429990202	Multas por otras contribuciones sociales sobre la nómina de Órganos Desconcentrados	6	INGRESOS
429990203	Recargos moratorios por otras contribuciones sociales sobre la nómina de Órganos Desconcentrados	6	INGRESOS
4299903	Otras contribuciones sociales sobre la nómina de Instituciones Descentralizadas no Empresariales	5	INGRESOS
429990301	Otras contribuciones sociales sobre la nómina de Instituciones Descentralizadas no Empresariales	6	INGRESOS
429990302	Multas por otras contribuciones sociales sobre la nómina de Instituciones Descentralizadas no Empresariales	6	INGRESOS
429990303	Recargos moratorios por otras contribuciones sociales sobre la nómina de Instituciones Descentralizadas no Empresariales	6	INGRESOS
4299904	Otras contribuciones sociales sobre la nómina de Gobiernos Locales	5	INGRESOS
429990401	Otras contribuciones sociales sobre la nómina de Gobiernos Locales	6	INGRESOS
429990402	Multas por otras contribuciones sociales sobre la nómina de Gobiernos Locales	6	INGRESOS
429990403	Recargos moratorios por otras contribuciones sociales sobre la nómina de Gobiernos Locales	6	INGRESOS
4299905	Otras contribuciones sociales sobre la nómina de Empresas Públicas no Financieras	5	INGRESOS
429990501	Otras contribuciones sociales sobre la nómina de Empresas Públicas no Financieras	6	INGRESOS
429990502	Multas por otras contribuciones sociales sobre la nómina de Empresas Públicas no Financieras	6	INGRESOS
429990503	Recargos moratorios por otras contribuciones sociales sobre la nómina de Empresas Públicas no Financieras	6	INGRESOS
4299906	Otras contribuciones sociales sobre la nómina de Instituciones Públicas Financieras	5	INGRESOS
429990601	Otras contribuciones sociales sobre la nómina de Instituciones Públicas Financieras	6	INGRESOS
429990602	Multas por otras contribuciones sociales sobre la nómina de Instituciones Públicas Financieras	6	INGRESOS
429990603	Recargos moratorios por otras contribuciones sociales sobre la nómina de Instituciones Públicas Financieras	6	INGRESOS
4299907	Otras contribuciones sociales sobre la nómina del Sector Privado	5	INGRESOS
429990701	Otras contribuciones sociales sobre la nómina del Sector Privado	6	INGRESOS
429990702	Multas por otras contribuciones sociales sobre la nómina del Sector Privado	6	INGRESOS
429990703	Recargos moratorios por otras contribuciones sociales sobre la nómina del Sector Privado	6	INGRESOS
4299999	Otras contribuciones sociales diversas	5	INGRESOS
429999901	Otras contribuciones sociales diversas	6	INGRESOS
429999902	Multas por otras contribuciones sociales diversas	6	INGRESOS
429999903	Recargos moratorios por otras contribuciones sociales diversas	6	INGRESOS
43	Multas, sanciones, remates y confiscaciones de origen no tributario	2	INGRESOS
431	Multas y sanciones administrativas	3	INGRESOS
43101	Multas de tránsito	4	INGRESOS
4310100	Multas de tránsito	5	INGRESOS
431010000	Multas de tránsito	6	INGRESOS
43102	Multas por atraso en el pago de bienes y servicios	4	INGRESOS
4310200	Multas por atraso en el pago de bienes y servicios	5	INGRESOS
431020000	Multas por atraso en el pago de bienes y servicios	6	INGRESOS
43103	Sanciones administrativas	4	INGRESOS
4310300	Sanciones administrativas	5	INGRESOS
431030000	Recargos moratorios por impuesto a los traspasos de vehículos, aeronaves y embarcaciones	6	INGRESOS
43199	Otras multas	4	INGRESOS
4319900	Otras multas	5	INGRESOS
431990000	Otras multas	6	INGRESOS
432	Remates y confiscaciones de origen no tributario	3	INGRESOS
43299	Otros remates y confiscaciones de origen no tributario	4	INGRESOS
4329900	Otros remates y confiscaciones de origen no tributario	5	INGRESOS
432990000	Otros remates y confiscaciones de origen no tributario	6	INGRESOS
433	Intereses moratorios	3	INGRESOS
43301	Otros remates y confiscaciones de origen no tributario	4	INGRESOS
4330100	Otros remates y confiscaciones de origen no tributario	5	INGRESOS
433010000	Otros remates y confiscaciones de origen no tributario	6	INGRESOS
43302	Intereses moratorios por atraso en el pago de multas de transito	4	INGRESOS
4330200	Intereses moratorios por atraso en el pago de multas de transito	5	INGRESOS
433020000	Intereses moratorios por atraso en el pago de multas de transito	6	INGRESOS
44	Ingresos y resultados positivos por ventas	2	INGRESOS
441	Ventas de bienes y servicios	3	INGRESOS
44101	Ventas de bienes	4	INGRESOS
4410101	Venta de materias primas	5	INGRESOS
441010101	Venta de bienes agropecuarios y forestales	6	INGRESOS
441010102	Venta de alcoholes y licores	6	INGRESOS
441010103	Venta de productos derivados del petróleo	6	INGRESOS
441010104	Venta de agua	6	INGRESOS
441010105	Venta de energía eléctrica	6	INGRESOS
441010199	Ventas de otras materias primas	6	INGRESOS
4410102	Venta de productos terminados	5	INGRESOS
441010201	Venta de productos agropecuarios y forestales	6	INGRESOS
441010202	Venta de alcoholes y licores	6	INGRESOS
441010203	Venta de productos derivados del petróleo	6	INGRESOS
441010204	Venta de agua	6	INGRESOS
441010205	Venta de energía eléctrica	6	INGRESOS
441010299	Ventas de otros productos terminados	6	INGRESOS
44102	Ventas de servicios	4	INGRESOS
4410201	Servicios de transporte	5	INGRESOS
441020101	Servicios de transporte por carretera	6	INGRESOS
441020102	Servicios de transporte ferroviario	6	INGRESOS
441020103	Servicios de transporte portuario	6	INGRESOS
441020104	Servicio de transporte aeroportuario	6	INGRESOS
4410202	Servicios de telecomunicaciones y correos	5	INGRESOS
441020201	Servicio telefónico	6	INGRESOS
441020202	Servicios telemáticos	6	INGRESOS
441020203	Servicio 911	6	INGRESOS
441020204	Servicios de correos	6	INGRESOS
441020299	Otros servicios de telecomunicaciones y correos	6	INGRESOS
4410203	Servicios financieros y de seguros	5	INGRESOS
441020301	Servicios financieros	6	INGRESOS
441020302	Administración de fondos de pensiones y capitalización	6	INGRESOS
441020303	Venta de seguros y reaseguros	6	INGRESOS
441020304	Servicios de recaudación	6	INGRESOS
441020305	Administración de fideicomisos	6	INGRESOS
441020399	Otros servicios financieros y de seguros	6	INGRESOS
4410204	Servicios comunitarios	5	INGRESOS
441020401	Servicios de alcantarillado sanitario y pluvial	6	INGRESOS
441020402	Servicios de instalación y derivación de agua	6	INGRESOS
441020403	Servicios de cementerio	6	INGRESOS
441020404	Servicios de saneamiento ambiental	6	INGRESOS
441020405	Servicios de alumbrado público	6	INGRESOS
441020499	Otros servicios comunitarios	6	INGRESOS
4410205	Servicios Comerciales	5	INGRESOS
441020501	Servicios de Publicidad y propaganda	6	INGRESOS
441020502	Servicio de impresión y encuadernación y otros	6	INGRESOS
4410299	Otras ventas de servicios	5	INGRESOS
441029901	Servicios de formación y capacitación	6	INGRESOS
441029902	Servicios de investigación y desarrollo	6	INGRESOS
441029903	Servicios médico-asistenciales	6	INGRESOS
441029904	Servicios culturales y recreativos	6	INGRESOS
441029905	Venta de lotería y otros juegos de azar	6	INGRESOS
441029999	Otras ventas de servicios varios	6	INGRESOS
442	Derechos administrativos	3	INGRESOS
44201	Derechos administrativos a los servicios de transporte	4	INGRESOS
4420101	Derechos administrativos a los servicios de transporte por carretera	5	INGRESOS
442010100	Derechos administrativos a los servicios de transporte	6	INGRESOS
4420102	Derechos administrativos a los servicios de transporte ferroviario	5	INGRESOS
442010200	Derechos administrativos a los servicios de transporte ferroviario	6	INGRESOS
4420103	Derechos administrativos a los servicios de transporte portuario	5	INGRESOS
442010300	Derechos administrativos a los servicios de transporte portuario	6	INGRESOS
4420104	Derechos administrativos a los servicios de transporte aeroportuario	5	INGRESOS
442010400	Derechos administrativos a los servicios de transporte aeroportuario	6	INGRESOS
44299	Otros derechos administrativos	4	INGRESOS
4429901	Cánones por regulación de los servicios públicos	5	INGRESOS
442990100	Cánones por regulación de los servicios públicos	6	INGRESOS
4429902	Derechos administrativos a los servicios de educación	5	INGRESOS
442990200	Derechos administrativos a los servicios de educación	6	INGRESOS
4429903	Derechos administrativos a actividades comerciales	5	INGRESOS
442990300	Derechos administrativos a actividades comerciales	6	INGRESOS
4429999	Otros derechos administrativos varios	5	INGRESOS
442999900	Otros derechos administrativos varios	6	INGRESOS
443	Comisiones por préstamos	3	INGRESOS
44301	Comisiones por préstamos al sector privado interno	4	INGRESOS
4430101	Comisiones por préstamos a empresas privadas	5	INGRESOS
443010100	Comisiones por préstamos a empresas privadas	6	INGRESOS
4430199	Comisiones por préstamos a otras unidades del sector privado	5	INGRESOS
443019900	Comisiones por préstamos a otras unidades del sector privado	6	INGRESOS
44302	Comisiones por préstamos al sector público interno	4	INGRESOS
4430201	Comisiones por préstamos al Gobierno Central	5	INGRESOS
443020100	Comisiones por préstamos al Gobierno Central	6	INGRESOS
4430202	Comisiones por préstamos a Órganos Desconcentrados	5	INGRESOS
443020200	Comisiones por préstamos a Órganos Desconcentrados	6	INGRESOS
4430203	Comisiones por préstamos a Instituciones Descentralizadas no Empresariales	5	INGRESOS
443020300	Comisiones por préstamos a Instituciones Descentralizadas no Empresariales	6	INGRESOS
4430204	Comisiones por préstamos a Gobiernos Locales	5	INGRESOS
443020400	Comisiones por préstamos a Gobiernos Locales	6	INGRESOS
4430205	Comisiones por préstamos a Empresas Públicas no Financieras	5	INGRESOS
443020500	Comisiones por préstamos a Empresas Públicas no Financieras	6	INGRESOS
4430206	Comisiones por préstamos a Instituciones Públicas Financieras	5	INGRESOS
443020600	Comisiones por préstamos a Instituciones Públicas Financieras	6	INGRESOS
4430299	Comisiones por préstamos a otras Instituciones de Gobiernos Locales	5	INGRESOS
443029900	Comisiones por préstamos a otras Instituciones de Gobiernos Locales	6	INGRESOS
44303	Comisiones por préstamos al sector externo	4	INGRESOS
4430301	Comisiones por préstamos a gobiernos extranjeros	5	INGRESOS
443030100	Comisiones por préstamos a gobiernos extranjeros	6	INGRESOS
4430302	Comisiones por préstamos a organismos financieros internacionales	5	INGRESOS
443030200	Comisiones por préstamos a organismos financieros internacionales	6	INGRESOS
4430399	Comisiones por préstamos a otras unidades del sector externo	5	INGRESOS
443039900	Comisiones por préstamos a otras unidades del sector externo	6	INGRESOS
444	Resultados positivos por ventas de inversiones	3	INGRESOS
44401	Resultados positivos por ventas de inversiones patrimoniales - Método de participación	4	INGRESOS
4440101	Resultados positivos por ventas de inversiones patrimoniales en el sector privado interno	5	INGRESOS
444010100	Resultados positivos por ventas de inversiones patrimoniales en el sector privado interno	6	INGRESOS
4440102	Resultados positivos por ventas de inversiones patrimoniales en el sector público interno	5	INGRESOS
